Concept,Label,Concept_Label,Lat,Long
<http://vocab.getty.edu/tgn/1064120>,Innerthal,"""Innerthal""@de",47.10567,8.92011
<http://vocab.getty.edu/tgn/1064038>,Eriswil,Eriswil,47.078158,7.851489
<http://vocab.getty.edu/tgn/1064143>,Kleinlützel,Kleinlützel,47.425368,7.422936
<http://vocab.getty.edu/tgn/1064110>,Hochdorf,Hochdorf,47.168408,8.291788
<http://vocab.getty.edu/tgn/1064145>,Klosters Platz,Klosters Platz,46.868814,9.881514
<http://vocab.getty.edu/tgn/1064085>,Gordola,"""Gordola""@it",46.18031,8.864996
<http://vocab.getty.edu/tgn/1064093>,Grolley,Grolley,46.834009,7.073733
<http://vocab.getty.edu/tgn/1064076>,Gerzensee,Gerzensee,46.839213,7.545461
<http://vocab.getty.edu/tgn/1064090>,Grenchen,Grenchen,47.19354,7.396577
<http://vocab.getty.edu/tgn/1064098>,Guttannen,Guttannen,46.655108,8.289509
<http://vocab.getty.edu/tgn/1064150>,Kriens,Kriens,47.035366,8.276307
<http://vocab.getty.edu/tgn/1064051>,Filzbach,"""Filzbach""@de",47.12208,9.12607
<http://vocab.getty.edu/tgn/1064133>,Küssnacht,Küssnacht,47.085571,8.442057
<http://vocab.getty.edu/tgn/1064115>,Huttwil,Huttwil,47.11502,7.862087
<http://vocab.getty.edu/tgn/1064105>,Herznach,Herznach,47.4667,8.05
<http://vocab.getty.edu/tgn/1064075>,Gersau,Gersau,46.994189,8.524996
<http://vocab.getty.edu/tgn/1064081>,Glattfelden,Glattfelden,47.556653,8.505548
<http://vocab.getty.edu/tgn/1064170>,Latterbach,Latterbach,46.6667,7.5833
<http://vocab.getty.edu/tgn/1064102>,Heiden,"""Heiden""@de",47.442549,9.532934
<http://vocab.getty.edu/tgn/1064180>,Le Locle,Le Locle,47.059533,6.752278
<http://vocab.getty.edu/tgn/1064097>,Gsteig,Gsteig,46.385851,7.267507
<http://vocab.getty.edu/tgn/1064065>,Gänsbrunnen,Gänsbrunnen,47.262847,7.467509
<http://vocab.getty.edu/tgn/1064138>,Kerzers,Kerzers,46.975232,7.198898
<http://vocab.getty.edu/tgn/1064109>,Hinwil,"""Hinwil""@de",47.29702,8.84348
<http://vocab.getty.edu/tgn/1064048>,Feldis,Feldis,46.794216,9.432029
<http://vocab.getty.edu/tgn/1064056>,Flims,Flims,46.837052,9.284577
<http://vocab.getty.edu/tgn/1064175>,Lauterbrunnen,Lauterbrunnen,46.595676,7.907654
<http://vocab.getty.edu/tgn/1064121>,Innertkirchen,Innertkirchen,46.707219,8.217508
<http://vocab.getty.edu/tgn/1064144>,Klingnau,Klingnau,47.57998,8.250484
<http://vocab.getty.edu/tgn/1064072>,Gelterkinden,Gelterkinden,47.464968,7.85174
<http://vocab.getty.edu/tgn/1064128>,Jenaz,Jenaz,46.92892,9.712754
<http://vocab.getty.edu/tgn/1064047>,Faido,"""Faido""@it",46.479417,8.797659
<http://vocab.getty.edu/tgn/1064131>,Küblis,Küblis,46.913683,9.771985
<http://vocab.getty.edu/tgn/1064089>,Greifensee,Greifensee,47.367869,8.680017
<http://vocab.getty.edu/tgn/1064091>,Grimmialp,Grimmialp,46.566667,7.483333
<http://vocab.getty.edu/tgn/1064054>,Flawil,"""Flawil""@de",47.413011,9.183238
<http://vocab.getty.edu/tgn/1064116>,Il Fuorn,Il Fuorn,46.664516,10.210168
<http://vocab.getty.edu/tgn/1064130>,Köniz,Köniz,46.923391,7.408688
<http://vocab.getty.edu/tgn/1064033>,Emmenbrücke,Emmenbrücke,47.072828,8.288961
<http://vocab.getty.edu/tgn/1064067>,Gadmen,Gadmen,46.737326,8.352235
<http://vocab.getty.edu/tgn/1064032>,Embrach,Embrach,47.507063,8.595681
<http://vocab.getty.edu/tgn/1064094>,Gross Höchstetten,Gross Höchstetten,46.904904,7.637278
<http://vocab.getty.edu/tgn/1064057>,Flums,"""Flums""@de",47.095202,9.343204
<http://vocab.getty.edu/tgn/1064079>,Gland,"""Gland""@fr",46.419722,6.271947
<http://vocab.getty.edu/tgn/1064159>,La Sagne,La Sagne,47.044783,6.807559
<http://vocab.getty.edu/tgn/1064137>,Kandersteg,Kandersteg,46.496068,7.674825
<http://vocab.getty.edu/tgn/1064040>,Ermatingen,"""Ermatingen""@de",47.67057,9.08573
<http://vocab.getty.edu/tgn/1064043>,Estavayer-le-Lac,Estavayer-le-Lac,46.849125,6.845805
<http://vocab.getty.edu/tgn/1064099>,Gwatt,Gwatt,46.720439,7.622265
<http://vocab.getty.edu/tgn/1064136>,Kaltbrunn,"""Kaltbrunn""@de",47.213669,9.0259
<http://vocab.getty.edu/tgn/1064086>,Gossau,"""Gossau""@de",47.41551,9.25482
<http://vocab.getty.edu/tgn/1064104>,Herisau,"""Herisau""@de",47.38271,9.27186
<http://vocab.getty.edu/tgn/1064092>,Grindelwald,Grindelwald,46.625435,8.033231
<http://vocab.getty.edu/tgn/1064114>,Hundwil,"""Hundwil""@de",47.364853,9.318664
<http://vocab.getty.edu/tgn/1064134>,Küttigen,Küttigen,47.415658,8.047673
<http://vocab.getty.edu/tgn/1064108>,Hinterrhein,Hinterrhein,46.531063,9.198837
<http://vocab.getty.edu/tgn/1064055>,Fleurier,Fleurier,46.903265,6.582135
<http://vocab.getty.edu/tgn/1064168>,Langwies,Langwies,46.819247,9.709382
<http://vocab.getty.edu/tgn/1064039>,Erlach,Erlach,47.042973,7.099604
<http://vocab.getty.edu/tgn/1064074>,Gerlafingen,Gerlafingen,47.169782,7.575051
<http://vocab.getty.edu/tgn/1064171>,Laufen,Laufen,47.420878,7.507521
<http://vocab.getty.edu/tgn/1064140>,Kiental,Kiental,46.587959,7.723944
<http://vocab.getty.edu/tgn/1064059>,Freienbach,"""Freienbach""@de",47.201877,8.757533
<http://vocab.getty.edu/tgn/1064126>,Isone,"""Isone""@it",46.128624,8.985355
<http://vocab.getty.edu/tgn/1064062>,Frutigen,Frutigen,46.58782,7.64751
<http://vocab.getty.edu/tgn/1064069>,Gams,"""Gams""@de",47.207864,9.443274
<http://vocab.getty.edu/tgn/1064125>,Iseltwald,Iseltwald,46.710758,7.964152
<http://vocab.getty.edu/tgn/1064118>,Indemini,"""Indemini""@it",46.094434,8.825714
<http://vocab.getty.edu/tgn/1064063>,Fuldera,Fuldera,46.60875,10.370637
<http://vocab.getty.edu/tgn/1064071>,Gelfingen,Gelfingen,47.166667,8.25
<http://vocab.getty.edu/tgn/1064177>,Le Brassus,Le Brassus,46.583768,6.211859
<http://vocab.getty.edu/tgn/1064165>,Langenbruck,Langenbruck,47.348549,7.768837
<http://vocab.getty.edu/tgn/1064152>,Läufelfingen,Läufelfingen,47.397028,7.854867
<http://vocab.getty.edu/tgn/1064061>,Frick,Frick,47.51169,8.024713
<http://vocab.getty.edu/tgn/1064124>,Intragna,"""Intragna""@it",46.177515,8.700163
<http://vocab.getty.edu/tgn/1064148>,Konolfingen Dorf,Konolfingen Dorf,46.889503,7.630365
<http://vocab.getty.edu/tgn/1064036>,Ennenda,Ennenda,47.034647,9.077248
<http://vocab.getty.edu/tgn/1064083>,Goldau,Goldau,47.048909,8.549463
<http://vocab.getty.edu/tgn/1064112>,Horw,Horw,47.016917,8.309556
<http://vocab.getty.edu/tgn/1064035>,Engwilen,Engwilen,47.6167,9.0833
<http://vocab.getty.edu/tgn/1064139>,Kesswil,"""Kesswil""@de",47.5935,9.31723
<http://vocab.getty.edu/tgn/1064064>,Fusio,"""Fusio""@it",46.444457,8.663039
<http://vocab.getty.edu/tgn/1064111>,Horgen,Horgen,47.255924,8.598672
<http://vocab.getty.edu/tgn/1064031>,Elm,Elm,46.919017,9.172416
<http://vocab.getty.edu/tgn/1064119>,Innerferrera,"""Innerferrera""@it",46.521188,9.443116
<http://vocab.getty.edu/tgn/1064103>,Henniez,Henniez,46.75,6.8833
<http://vocab.getty.edu/tgn/1063676>,Strömstad,Strömstad,58.9333,11.1833
<http://vocab.getty.edu/tgn/1046476>,San Cataldo,San Cataldo,37.483333,13.983333
<http://vocab.getty.edu/tgn/1049533>,Tczew,Tczew,54.0833,18.7667
<http://vocab.getty.edu/tgn/1047597>,Aardenburg,"""Aardenburg""@nl",51.283333,3.45
<http://vocab.getty.edu/tgn/1062213>,Marbella,Marbella,36.516667,-4.883333
<http://vocab.getty.edu/tgn/1063301>,Lidingö,Lidingö,59.3667,18.1667
<http://vocab.getty.edu/tgn/1063143>,Hudiksvall,Hudiksvall,61.75,17.1667
<http://vocab.getty.edu/tgn/1051248>,Chelyabinsk,Chelyabinsk,55.2,61.4167
<http://vocab.getty.edu/tgn/1059674>,Spitak,"""Spitak""@en",40.837,44.271
<http://vocab.getty.edu/tgn/1046831>,Segrate,Segrate,45.483333,9.283333
<http://vocab.getty.edu/tgn/1063688>,Sundsvall,Sundsvall,62.3667,17.3333
<http://vocab.getty.edu/tgn/1047683>,Brunssum,"""Brunssum""@nl",50.95,5.966667
<http://vocab.getty.edu/tgn/1049401>,Racibórz,Racibórz,50.0833,18.1667
<http://vocab.getty.edu/tgn/1058004>,Orel,Orel,52.9667,36.0667
<http://vocab.getty.edu/tgn/1058952>,Rodionovo-Nesvetayskaya,Rodionovo-Nesvetayskaya,47.6,39.7
<http://vocab.getty.edu/tgn/1047706>,De Lier,"""De Lier""@nl",51.966667,4.266667
<http://vocab.getty.edu/tgn/1058042>,Orsk,Orsk,51.2167,58.5833
<http://vocab.getty.edu/tgn/1050641>,East Kilbride,"""East Kilbride""@en",55.766667,-4.166667
<http://vocab.getty.edu/tgn/1046276>,Riccione,Riccione,43.983333,12.65
<http://vocab.getty.edu/tgn/1047851>,Hoek van Holland,"""Hoek van Holland""@nl",51.983333,4.133333
<http://vocab.getty.edu/tgn/1048536>,Finse,Finse,60.6,7.5
<http://vocab.getty.edu/tgn/1063872>,Aadorf,"""Aadorf""@de",47.49397,8.89777
<http://vocab.getty.edu/tgn/1047536>,Schaan,Schaan,47.1667,9.5167
<http://vocab.getty.edu/tgn/1048868>,Żukowo,Żukowo,54.35,18.3667
<http://vocab.getty.edu/tgn/1063627>,Sollentuna,Sollentuna,59.4333,17.9333
<http://vocab.getty.edu/tgn/1056987>,Mtskheta,Mtskheta,41.845139,44.718751
<http://vocab.getty.edu/tgn/1047109>,Tirano,Tirano,46.216667,10.166667
<http://vocab.getty.edu/tgn/1062423>,Sóller,Sóller,39.766667,2.7
<http://vocab.getty.edu/tgn/1048373>,Kilkeel,"""Kilkeel""@en",54.066667,-6.016667
<http://vocab.getty.edu/tgn/1049816>,Maia,Maia,41.235,-8.62
<http://vocab.getty.edu/tgn/1049105>,Jelenia Góra,Jelenia Góra,50.9167,15.75
<http://vocab.getty.edu/tgn/1048663>,Molde,Molde,62.7333,7.1333
<http://vocab.getty.edu/tgn/1048652>,Lysaker,Lysaker,59.9,10.6
<http://vocab.getty.edu/tgn/1062696>,Örnsköldsvik,Örnsköldsvik,63.3167,18.75
<http://vocab.getty.edu/tgn/1047438>,Villadeati,Villadeati,45.0667,8.1667
<http://vocab.getty.edu/tgn/1048031>,Oud-Loosdrecht,"""Oud-Loosdrecht""@nl",52.2,5.083333
<http://vocab.getty.edu/tgn/1049289>,Nowa Ruda,Nowa Ruda,50.5667,16.5
<http://vocab.getty.edu/tgn/1047969>,Nagele,"""Nagele""@nl",52.65,5.733333
<http://vocab.getty.edu/tgn/1049215>,Lubań,Lubań,51.1167,15.2833
<http://vocab.getty.edu/tgn/1059871>,Stryy,Stryy,49.2667,23.85
<http://vocab.getty.edu/tgn/1063119>,Hedemora,Hedemora,60.2167,16
<http://vocab.getty.edu/tgn/1047594>,Aalsmeer,"""Aalsmeer""@nl",52.266667,4.766667
<http://vocab.getty.edu/tgn/1049355>,Piaseczno,Piaseczno,52.05,21
<http://vocab.getty.edu/tgn/1063260>,Kungsbacka,Kungsbacka,57.5,12.0833
<http://vocab.getty.edu/tgn/1047629>,Baarn,"""Baarn""@nl",52.216667,5.283333
<http://vocab.getty.edu/tgn/1047614>,Amstelveen,"""Amstelveen""@nl",52.3,4.866667
<http://vocab.getty.edu/tgn/1048549>,Geiranger,Geiranger,62.1,7.2167
<http://vocab.getty.edu/tgn/1050002>,Aiud,Aiud,46.3167,23.7167
<http://vocab.getty.edu/tgn/1050576>,Cumbernauld,"""Cumbernauld""@en",55.95,-3.983333
<http://vocab.getty.edu/tgn/1049545>,Trzebiatów,Trzebiatów,54.05,15.25
<http://vocab.getty.edu/tgn/1058024>,Orekhovo-Zuyevo,Orekhovo-Zuyevo,55.7833,39
<http://vocab.getty.edu/tgn/1050528>,Clydebank,"""Clydebank""@en",55.9,-4.4
<http://vocab.getty.edu/tgn/1062782>,Arvika,Arvika,59.6833,12.6333
<http://vocab.getty.edu/tgn/1049474>,Sopot,Sopot,54.45,18.5167
<http://vocab.getty.edu/tgn/1048937>,Bogatynia,Bogatynia,50.4167,14.95
<http://vocab.getty.edu/tgn/1049176>,Krapkowice,Krapkowice,50.4833,17.9333
<http://vocab.getty.edu/tgn/1046891>,Sestriere,Sestriere,44.95,6.883333
<http://vocab.getty.edu/tgn/1062363>,Potes,Potes,43.15,-4.616667
<http://vocab.getty.edu/tgn/1058463>,Pochinok,Pochinok,54.4,32.4667
<http://vocab.getty.edu/tgn/1047532>,Balzers,Balzers,47.0667,9.5333
<http://vocab.getty.edu/tgn/1062956>,Farsta,Farsta,59.25,18.0833
<http://vocab.getty.edu/tgn/1048924>,Bielawa,Bielawa,50.6833,16.6167
<http://vocab.getty.edu/tgn/1062156>,Las Rozas de Madrid,Las Rozas de Madrid,40.483333,-3.866667
<http://vocab.getty.edu/tgn/1048309>,Banbridge,"""Banbridge""@en",54.35,-6.283333
<http://vocab.getty.edu/tgn/1062569>,Torrevieja,Torrevieja,37.983333,-0.683333
<http://vocab.getty.edu/tgn/1047398>,Vico Equense,Vico Equense,40.666667,14.416667
<http://vocab.getty.edu/tgn/1049047>,Gdynia,Gdynia,54.5167,18.5
<http://vocab.getty.edu/tgn/1047719>,Diemen,"""Diemen""@nl",52.333333,4.966667
<http://vocab.getty.edu/tgn/1047537>,Triesen,Triesen,47.1167,9.5333
<http://vocab.getty.edu/tgn/1063415>,Nacka,Nacka,59.3,18.1667
<http://vocab.getty.edu/tgn/1055388>,Klimovichi,Klimovichi,53.6,31.9667
<http://vocab.getty.edu/tgn/1063560>,Saltsjöbaden,Saltsjöbaden,59.25,18.3333
<http://vocab.getty.edu/tgn/1063876>,Aarwangen,Aarwangen,47.238533,7.770042
<http://vocab.getty.edu/tgn/1050277>,Sinaia,Sinaia,45.3333,25.55
<http://vocab.getty.edu/tgn/1050135>,Galaţi,Galaţi,45.45,28.0333
<http://vocab.getty.edu/tgn/1047468>,Villasimius,Villasimius,39.143056,9.518611
<http://vocab.getty.edu/tgn/1063877>,Acquarossa,"""Acquarossa""@it",46.454725,8.942607
<http://vocab.getty.edu/tgn/1062299>,Nules,Nules,39.85,-0.15
<http://vocab.getty.edu/tgn/1050766>,Irvine,"""Irvine""@en",55.6,-4.666667
<http://vocab.getty.edu/tgn/1047690>,Bussum,"""Bussum""@nl",52.283333,5.2
<http://vocab.getty.edu/tgn/1050874>,Livingston,"""Livingston""@en",55.883333,-3.533333
<http://vocab.getty.edu/tgn/1048068>,Rockanje,"""Rockanje""@nl",51.866667,4.066667
<http://vocab.getty.edu/tgn/1063049>,Gustavsberg,Gustavsberg,59.3167,18.3833
<http://vocab.getty.edu/tgn/1047605>,Alblasserdam,"""Alblasserdam""@nl",51.866667,4.666667
<http://vocab.getty.edu/tgn/1048816>,Ustaoset,Ustaoset,60.5,8.0333
<http://vocab.getty.edu/tgn/1046974>,Spadafora,Spadafora,38.216667,15.366667
<http://vocab.getty.edu/tgn/1047280>,Valenza,Valenza,45.016667,8.633333
<http://vocab.getty.edu/tgn/1063874>,Aarberg,Aarberg,47.043835,7.27357
<http://vocab.getty.edu/tgn/1054146>,Gradizhsk,Gradizhsk,49.2167,33.1167
<http://vocab.getty.edu/tgn/1049201>,Leśna,Leśna,51.0167,15.2667
<http://vocab.getty.edu/tgn/1049039>,Głogów Małopolski,Głogów Małopolski,50.15,21.9667
<http://vocab.getty.edu/tgn/1049026>,Dzierżoniów,Dzierżoniów,50.7167,16.6667
<http://vocab.getty.edu/tgn/1047566>,Mondorf-les-Bains,Mondorf-les-Bains,49.5,6.2667
<http://vocab.getty.edu/tgn/1047702>,De Bilt,"""De Bilt""@nl",52.116667,5.183333
<http://vocab.getty.edu/tgn/1050967>,North Queensferry,"""North Queensferry""@en",56,-3.4
<http://vocab.getty.edu/tgn/1049130>,Kamienna Góra,Kamienna Góra,50.8,16
<http://vocab.getty.edu/tgn/1049821>,Matosinhos,Matosinhos,41.181,-8.689
<http://vocab.getty.edu/tgn/1049304>,Nysa,Nysa,50.5,17.3333
<http://vocab.getty.edu/tgn/1049284>,Nidzica,Nidzica,53.3667,20.45
<http://vocab.getty.edu/tgn/1048855>,Świecie,Świecie,53.4167,18.4167
<http://vocab.getty.edu/tgn/7003278>,Lambach,Lambach,48.1,13.8667
<http://vocab.getty.edu/tgn/7003632>,Zuid-Holland,"""South Holland""@en",52,4.666
<http://vocab.getty.edu/tgn/7003440>,Viborg,"""Viborg""@en",56.4667,9.4167
<http://vocab.getty.edu/tgn/7003440>,Viborg,"""Viborg""@da",56.4667,9.4167
<http://vocab.getty.edu/tgn/7003456>,Antwerpen,"""Antwerpen""@nl",51.166667,4.833333
<http://vocab.getty.edu/tgn/7003627>,Utrecht,"""Utrecht""@nl",52,5.25
<http://vocab.getty.edu/tgn/7003753>,Nidwalden,"""Nidwalden""@de",46.927393,8.410284
<http://vocab.getty.edu/tgn/7003304>,Asolo,Asolo,45.8,11.9
<http://vocab.getty.edu/tgn/7003712>,Berlin,"""Berlin""@en",52.516667,13.4
<http://vocab.getty.edu/tgn/7003712>,Berlin,"""Berlin""@de",52.516667,13.4
<http://vocab.getty.edu/tgn/7003712>,Berlin,"""Berlino""@it",52.516667,13.4
<http://vocab.getty.edu/tgn/7003712>,Berlin,"""Berlijn""@nl",52.516667,13.4
<http://vocab.getty.edu/tgn/7003687>,Sachsen-Anhalt,"""Saxony-Anhalt""@en",51.8333,11.8333
<http://vocab.getty.edu/tgn/7003615>,Flevoland,"""Flevoland""@nl",52.533,5.666
<http://vocab.getty.edu/tgn/7003747>,Glarus,"""Glarus""@de",46.975595,9.073176
<http://vocab.getty.edu/tgn/7003685>,Sachsen,"""Saxony""@en",52.8333,10
<http://vocab.getty.edu/tgn/7003739>,Aargau,"""Aargau""@de",47.39557,8.172139
<http://vocab.getty.edu/tgn/7003745>,Fribourg,"""Fribourg""@fr",46.708338,7.103112
<http://vocab.getty.edu/tgn/7003672>,Bremen,"""Bremen""@de",53.05,8.8333
<http://vocab.getty.edu/tgn/7003286>,Eferding,Eferding,48.3167,14.0333
<http://vocab.getty.edu/tgn/7003676>,Niedersachsen,"""Lower Saxony""@en",52.6667,9
<http://vocab.getty.edu/tgn/7003502>,Donegal,"""Donegal""@en",54.916667,-8
<http://vocab.getty.edu/tgn/7003283>,Braunau am Inn,Braunau am Inn,48.2667,13.05
<http://vocab.getty.edu/tgn/7003818>,Bragança,Bragança,41.491041,-6.810138
<http://vocab.getty.edu/tgn/7003748>,Graubünden,Graubünden,46.658705,9.622962
<http://vocab.getty.edu/tgn/7003458>,West-Vlaanderen,"""West Flanders""@en",51,3
<http://vocab.getty.edu/tgn/7003626>,Overijssel,"""Overijssel""@nl",52.4167,6.5
<http://vocab.getty.edu/tgn/7003692>,Baden-Württemberg,"""Baden-Württemberg""@en",47.95,9.9
<http://vocab.getty.edu/tgn/7003692>,Baden-Württemberg,"""Baden-Württemberg""@de",47.95,9.9
<http://vocab.getty.edu/tgn/7003670>,Berlin,Berlin,52.5,13.4167
<http://vocab.getty.edu/tgn/7003647>,Møre og Romsdal,Møre og Romsdal,62.6667,7.8333
<http://vocab.getty.edu/tgn/7003794>,Siracusa,"""Syracuse""@en",37.066667,15.3
<http://vocab.getty.edu/tgn/7003754>,Obwalden,"""Obwalden""@de",46.85867,8.209841
<http://vocab.getty.edu/tgn/7003282>,Schwanenstadt,Schwanenstadt,48.05,13.7833
<http://vocab.getty.edu/tgn/7003646>,Hordaland,Hordaland,60.25,6
<http://vocab.getty.edu/tgn/7003677>,Nordrhein-Westfalen,"""North Rhine-Westphalia""@en",51,7
<http://vocab.getty.edu/tgn/7003550>,Gentofte,"""Gentofte""@en",55.7667,12.5333
<http://vocab.getty.edu/tgn/7003550>,Gentofte,"""Gentofte""@da",55.7667,12.5333
<http://vocab.getty.edu/tgn/7003613>,Groningen,"""Groningen""@nl",53.25,6.75
<http://vocab.getty.edu/tgn/7003740>,Basel-Landschaft,"""Basel-Landschaft""@de",47.504382,7.70444
<http://vocab.getty.edu/tgn/7003669>,Bayern,"""Bayern""@de",48.5,11.5
<http://vocab.getty.edu/tgn/7003669>,Bayern,"""Bavaria""@en",48.5,11.5
<http://vocab.getty.edu/tgn/7003648>,Oppland,Oppland,61.1667,9.6667
<http://vocab.getty.edu/tgn/7003487>,Kildare,"""Kildare""@en",53.183333,-6.8
<http://vocab.getty.edu/tgn/7003793>,Palazzolo Acreide,Palazzolo Acreide,37.066667,14.9
<http://vocab.getty.edu/tgn/7003367>,Vaduz,Vaduz,47.1333,9.5333
<http://vocab.getty.edu/tgn/7003371>,Eschen,Eschen,47.2167,9.5333
<http://vocab.getty.edu/tgn/7003814>,Aragona,Aragona,37.4,13.616667
<http://vocab.getty.edu/tgn/7003755>,Sankt Gallen,Sankt Gallen,47.25,9.25
<http://vocab.getty.edu/tgn/7003421>,Christiansfeld,Christiansfeld,55.35,9.5
<http://vocab.getty.edu/tgn/7003689>,Thüringen,"""Thuringia""@en",51,11
<http://vocab.getty.edu/tgn/7003331>,Feltre,Feltre,46.016667,11.9
<http://vocab.getty.edu/tgn/7003494>,Wexford,"""Wexford""@en",52.466667,-6.566667
<http://vocab.getty.edu/tgn/7003635>,Zeeland,Zeeland,51.4167,3.75
<http://vocab.getty.edu/tgn/7003750>,Luzern,"""Luzern""@de",47.166667,8.166667
<http://vocab.getty.edu/tgn/7003497>,Cork,"""Cork""@en",51.916667,-8.833333
<http://vocab.getty.edu/tgn/7003468>,Frederiksborg,Frederiksborg,55.9333,12.3
<http://vocab.getty.edu/tgn/7003624>,Noord-Brabant,"""North Brabant""@en",51.666,5
<http://vocab.getty.edu/tgn/7003751>,Neuchâtel,"""Neuchâtel""@fr",46.990867,6.797675
<http://vocab.getty.edu/tgn/7003756>,Schaffhausen,"""Schaffhausen""@de",47.727255,8.579228
<http://vocab.getty.edu/tgn/7003743>,Appenzell Ausserrhoden,"""Appenzell Ausserrhoden""@de",47.36293,9.28283
<http://vocab.getty.edu/tgn/7003460>,Liège,"""Liège""@fr",50.5,5.5
<http://vocab.getty.edu/tgn/7003742>,Bern,"""Bern""@de",46.87251,7.595628
<http://vocab.getty.edu/tgn/7003496>,Clare,"""Clare""@en",52.833333,-9
<http://vocab.getty.edu/tgn/7003545>,Fredensborg,Fredensborg,55.9833,12.4
<http://vocab.getty.edu/tgn/7003673>,Hamburg,"""Hamburg""@en",53.5833,10
<http://vocab.getty.edu/tgn/7003792>,Noto,Noto,36.883333,15.066667
<http://vocab.getty.edu/tgn/7003325>,Belluno,Belluno,46.145,12.221389
<http://vocab.getty.edu/tgn/7003553>,Helsingør,"""Helsingør""@da",56.05,12.6333
<http://vocab.getty.edu/tgn/7003553>,Helsingør,"""Elsineur""@fr",56.05,12.6333
<http://vocab.getty.edu/tgn/7003484>,Louth,"""Louth""@en",53.833333,-6.5
<http://vocab.getty.edu/tgn/7003826>,Porto,Porto,41.16098,-8.62072
<http://vocab.getty.edu/tgn/7003650>,Oslo,Oslo,59.9,10.716
<http://vocab.getty.edu/tgn/7003659>,Akershus,Akershus,60,11.1667
<http://vocab.getty.edu/tgn/7003652>,Rogaland,Rogaland,59,6.25
<http://vocab.getty.edu/tgn/7003682>,Rheinland-Pfalz,"""Rhineland Palatinate""@en",50,7
<http://vocab.getty.edu/tgn/7003688>,Schleswig-Holstein,Schleswig-Holstein,53.75,10
<http://vocab.getty.edu/tgn/7003752>,Appenzell Innerrhoden,"""Appenzell Innerrhoden""@de",47.31262,9.40562
<http://vocab.getty.edu/tgn/7003292>,Markt Sankt Florian,"""Markt Sankt Florian""@en",48.2,14.372
<http://vocab.getty.edu/tgn/7003653>,Sogn og Fjordane,Sogn og Fjordane,61.5,6.8333
<http://vocab.getty.edu/tgn/7003321>,Wien,"""Wien""@de",48.2167,16.3667
<http://vocab.getty.edu/tgn/7003321>,Wien,"""Vienna""@en",48.2167,16.3667
<http://vocab.getty.edu/tgn/7003321>,Wien,"""Vienne""@fr",48.2167,16.3667
<http://vocab.getty.edu/tgn/7003321>,Wien,"""Bécs""@hu",48.2167,16.3667
<http://vocab.getty.edu/tgn/7003321>,Wien,"""Videṉ""@cs",48.2167,16.3667
<http://vocab.getty.edu/tgn/7003556>,Hillerød,Hillerød,55.9333,12.3167
<http://vocab.getty.edu/tgn/7003619>,Gelderland,"""Gelderland""@nl",52,5.8333
<http://vocab.getty.edu/tgn/7003370>,Mauren,Mauren,47.2,9.5667
<http://vocab.getty.edu/tgn/7003474>,København,"""København""@da",55.7167,12.5667
<http://vocab.getty.edu/tgn/7003474>,København,"""Copenhagen""@en",55.7167,12.5667
<http://vocab.getty.edu/tgn/7003474>,København,"""Copenhague""@fr",55.7167,12.5667
<http://vocab.getty.edu/tgn/7003474>,København,"""Kopenhagen""@de",55.7167,12.5667
<http://vocab.getty.edu/tgn/7003769>,Gotland,Gotland,57.5,18.5
<http://vocab.getty.edu/tgn/7003746>,Genève,"""Genève""@fr",46.196732,6.110443
<http://vocab.getty.edu/tgn/7003749>,Jura,"""Jura""@fr",47.372662,7.168017
<http://vocab.getty.edu/tgn/7003622>,Limburg,"""Limburg""@nl",51.25,6
<http://vocab.getty.edu/tgn/7003684>,Saarland,Saarland,49.3333,7
<http://vocab.getty.edu/tgn/7003772>,Halland,Halland,56.75,13
<http://vocab.getty.edu/tgn/7003821>,Évora,Évora,38.583333,-7.833333
<http://vocab.getty.edu/tgn/7003808>,Agrigento,Agrigento,37.316667,13.566667
